#Data tag : 24v2 , Norm tag: None
#run:fill,time,nls,ncms,delivered(/pb),recorded(/pb)
321055:7039,08/09/18 10:35:36,730,730,128.411901525,125.495933139
321067:7040,08/09/18 18:21:44,590,590,178.774915813,172.708150519
321068:7040,08/09/18 22:16:40,705,705,151.088675286,147.137442093
321069:7040,08/10/18 02:54:15,313,313,51.305665630,49.557953024
321119:7042,08/10/18 15:12:52,168,168,62.143105399,58.668900048
321121:7042,08/10/18 16:22:06,45,45,16.635765531,15.831596858
321122:7042,08/10/18 16:42:10,385,385,125.163199857,120.347054369
321124:7042,08/10/18 19:20:25,814,814,191.898262492,185.308786114
321126:7042,08/11/18 01:03:45,493,493,81.502902148,78.957726577
321134:7043,08/11/18 08:39:55,38,38,8.416372492,8.164377492
321138:7043,08/11/18 09:33:42,723,723,146.697293257,141.978286011
321140:7043,08/11/18 14:25:01,798,798,119.694312712,116.950317999
321149:7045,08/11/18 22:25:55,1697,1697,446.897296508,433.918740332
321165:7047,08/12/18 15:19:23,2,2,0.806769492,0.389900964
321166:7047,08/12/18 15:42:32,10,10,3.997497107,3.380966664
321167:7047,08/12/18 15:51:01,918,918,282.765296137,274.128826818
321177:7048,08/13/18 03:40:20,411,411,156.073976311,151.675474613
321178:7048,08/13/18 06:57:22,74,74,23.596284923,23.034674270
321218:7052,08/13/18 12:13:49,899,899,292.543274087,282.502603106
321219:7052,08/13/18 18:10:44,930,930,186.212148619,181.190276435
321221:7052,08/14/18 00:13:21,40,40,6.038631729,5.906224450
321230:7053,08/14/18 03:33:41,81,81,32.086696112,22.670579752
321231:7053,08/14/18 04:09:24,58,58,24.271601032,14.523788059
321232:7053,08/14/18 04:36:11,24,24,9.687359499,6.057973097
321233:7053,08/14/18 04:47:55,727,727,238.950289907,231.854178557
321262:7054,08/14/18 12:50:07,4,4,1.737804296,1.669136650
321283:7055,08/14/18 15:05:56,309,309,124.577387087,119.781940864
321294:7055,08/14/18 17:35:51,62,62,22.067690384,20.610643884
321295:7055,08/14/18 18:01:35,734,734,208.662650638,201.491521251
321296:7055,08/14/18 22:55:44,56,56,12.397971728,11.876651995
321305:7056,08/15/18 02:02:21,2625,2625,621.844053526,601.908034633
321311:7056,08/15/18 20:48:28,10,10,0.941656801,0.473243776
321312:7056,08/15/18 20:55:17,761,761,61.529770807,60.265791323
321313:7056,08/16/18 01:55:17,408,408,26.959446655,26.586117848
321393:7058,08/17/18 05:32:36,138,138,51.871335687,49.689602489
321396:7058,08/17/18 06:29:54,1468,1468,377.918881360,364.648272384
321397:7058,08/17/18 16:06:23,365,365,53.675227199,52.262679266
321414:7061,08/17/18 21:14:10,1242,1242,395.051861321,380.804424171
321415:7061,08/18/18 05:21:19,802,802,145.798850678,141.782813593
321431:7063,08/18/18 13:51:46,151,151,58.347867845,55.908396701
321432:7063,08/18/18 14:54:29,46,46,17.797245454,16.578098947
321433:7063,08/18/18 15:15:09,124,124,45.245363199,42.731868439
321434:7063,08/18/18 16:07:00,637,637,186.428117098,180.883529847
321436:7063,08/18/18 20:20:52,710,710,142.080158497,138.442511810
321457:7065,08/19/18 07:38:11,1843,1843,501.552950841,482.764913388
321461:7065,08/19/18 19:38:10,149,149,21.566372545,21.013158570
321475:7069,08/20/18 01:30:43,2028,2028,488.692561778,471.915197384
321710:7078,08/23/18 13:20:08,52,52,18.046407176,17.235540356
321712:7078,08/23/18 13:42:14,244,244,86.872536600,83.398234156
321730:7080,08/23/18 21:10:55,280,280,110.155801724,102.671710856
321732:7080,08/23/18 23:11:27,1405,1405,357.660498996,344.693837169
321735:7080,08/24/18 08:33:27,146,146,24.345311277,23.661371888
321755:7083,08/24/18 13:48:50,683,683,220.666733986,213.439062879
321758:7083,08/24/18 18:21:07,152,152,38.637581834,37.517793676
321760:7083,08/24/18 19:44:52,805,805,150.633273958,146.154011239
321773:7087,08/25/18 12:11:58,55,55,22.124594642,21.058972832
321774:7087,08/25/18 12:43:49,117,117,45.889667139,43.723511265
321775:7087,08/25/18 13:36:11,13,13,4.960671532,4.807279946
321776:7087,08/25/18 13:57:38,29,29,10.628321964,10.304762883
321777:7087,08/25/18 14:14:59,187,187,63.977373093,58.617297398
321778:7087,08/25/18 16:07:27,127,127,37.333884876,36.058523078
321780:7087,08/25/18 17:04:57,481,481,116.934170746,113.675310842
321781:7087,08/25/18 20:38:11,380,380,70.570387098,68.009371320
321813:7090,08/26/18 09:20:15,321,321,125.076615624,120.244831921
321815:7090,08/26/18 12:01:16,23,23,7.776422168,5.120242994
321817:7090,08/26/18 12:20:00,535,535,153.301823836,148.474427201
321818:7090,08/26/18 15:50:06,687,687,142.371775209,138.015964994
321820:7090,08/26/18 20:26:15,214,214,32.881014773,32.069064574
321831:7091,08/27/18 00:10:22,749,749,258.304583600,248.044750950
321832:7091,08/27/18 05:06:22,490,490,119.498123997,115.962445397
321833:7091,08/27/18 08:27:00,397,397,76.707302390,74.191074580
321834:7091,08/27/18 11:05:28,333,333,51.569880487,49.809669838
321879:7092,08/27/18 17:57:43,261,261,94.658128380,90.171379933
321880:7092,08/27/18 20:01:46,130,130,42.742556823,41.376113854
321887:7095,08/28/18 01:04:04,895,895,287.812076049,276.943265857
321908:7097,08/28/18 13:40:10,416,416,151.880088588,145.315916550
321909:7097,08/28/18 16:31:34,1652,1652,351.368766628,340.571265844
321917:7098,08/29/18 05:24:24,798,798,271.677365618,261.222199648
321919:7098,08/29/18 10:38:52,6,6,1.642885370,1.488832814
321933:7099,08/29/18 14:09:13,282,282,104.892253172,101.008189348
321960:7101,08/29/18 21:26:49,24,24,7.956294275,7.304553976
321961:7101,08/29/18 21:43:01,354,354,138.274286459,132.127458242
321973:7105,08/30/18 09:44:30,1205,1205,372.700992585,358.669401688
321975:7105,08/30/18 17:37:18,866,866,150.779297157,145.784328853
321988:7108,08/31/18 03:56:29,1325,1325,399.108046637,384.024316871
321990:7108,08/31/18 13:16:37,471,471,83.327179611,81.032253488
322013:7109,08/31/18 18:44:38,5,5,1.437668543,1.146118995
322014:7109,08/31/18 18:52:10,17,17,7.087857139,6.669932379
322022:7110,08/31/18 21:02:55,1749,1749,469.845842380,452.971429772
322040:7112,09/01/18 11:09:06,39,39,14.437163141,13.692556714
322057:7114,09/01/18 20:28:32,21,21,8.913069647,8.235563347
322068:7117,09/02/18 02:40:56,674,674,243.733113745,232.601308160
322079:7118,09/02/18 11:24:26,360,360,146.805574594,140.246021008
322106:7120,09/02/18 21:40:43,824,824,292.894684217,281.861286045
322113:7122,09/03/18 06:37:14,108,108,43.431901786,40.790092218
322118:7122,09/03/18 07:20:37,861,861,278.953041815,268.230856224
322179:7123,09/03/18 16:39:51,1738,1738,487.751773426,469.752687795
322201:7124,09/04/18 05:55:39,220,220,89.804531975,84.336161911
322204:7124,09/04/18 07:24:58,1129,1129,323.919895306,310.871790012
322222:7124,09/04/18 14:53:45,526,526,96.306401134,92.744593607
322252:7125,09/04/18 20:29:20,1538,1538,437.410979053,420.360459770
322317:7127,09/05/18 12:01:44,54,54,20.269796349,19.246082165
322319:7127,09/05/18 12:25:29,159,159,62.992572242,55.502720831
322322:7127,09/05/18 13:29:27,1105,1105,303.154543618,292.464435825
322324:7127,09/05/18 21:27:53,416,416,71.323558292,69.260008840
322332:7128,09/06/18 02:11:56,1019,1019,326.775499056,313.997936107
322348:7131,09/06/18 13:43:39,1466,1466,430.054056104,414.115029904
322355:7132,09/07/18 01:05:42,99,99,36.049274682,33.876428112
322356:7132,09/07/18 01:45:19,779,779,242.599960092,234.584984284
322381:7133,09/07/18 11:10:32,533,533,186.112712606,178.731075736
322407:7135,09/07/18 17:47:22,537,537,178.565542862,169.959735483
322430:7137,09/08/18 01:19:19,735,735,243.685493610,235.403052174
322431:7137,09/08/18 06:12:25,1161,1161,235.684807658,227.639492806
322480:7139,09/08/18 17:33:13,334,334,115.696933659,109.338163060
322492:7139,09/08/18 20:56:03,1386,1386,297.742455376,287.516408535
322510:7142,09/09/18 08:32:39,9,9,2.497762321,2.228897588
322599:7144,09/09/18 15:58:47,250,250,99.781574862,94.351445231
322602:7144,09/09/18 17:40:01,69,69,25.794572658,24.109226310
322603:7144,09/09/18 18:08:09,10,10,3.641637705,2.693914143
322605:7144,09/09/18 18:13:23,278,278,92.827913910,89.624558449
322617:7144,09/09/18 21:12:33,601,601,141.695210092,136.646284134
322625:7145,09/10/18 03:32:10,1120,1120,347.819181458,335.275724939
322633:7145,09/10/18 10:51:34,249,249,52.624938088,50.945857532
323414:7213,09/24/18 01:51:16,39,39,6.719450703,6.204141941
323423:7213,09/24/18 05:01:48,133,133,21.797475920,21.037074012
323470:7217,09/24/18 13:47:51,221,221,84.339366925,80.200895182
323471:7217,09/24/18 15:18:19,232,232,80.490692845,75.496214163
323472:7217,09/24/18 16:50:41,64,64,20.336110980,19.315330005
323473:7217,09/24/18 17:40:41,202,202,57.248530222,54.519958333
323474:7217,09/24/18 19:42:20,352,352,80.373970503,77.808150810
323475:7217,09/24/18 22:00:42,77,77,14.812378886,14.194141046
323487:7218,09/25/18 03:28:20,449,449,160.414179980,154.167366595
323488:7218,09/25/18 06:30:08,745,745,193.197325581,186.198494783
323492:7218,09/25/18 11:45:43,28,28,6.046378962,5.823223761
323493:7218,09/25/18 11:58:37,140,140,28.298345124,27.375185295
323495:7218,09/25/18 12:54:31,187,187,33.597169163,32.346650315
323524:7221,09/25/18 22:36:20,530,530,179.517492661,172.935647727
323525:7221,09/26/18 02:05:25,1117,1117,251.761033441,242.649452405
323526:7221,09/26/18 09:22:43,462,462,66.501260145,64.950893909
323693:7234,09/29/18 01:47:30,113,113,42.503865633,40.083728395
323696:7234,09/29/18 02:33:10,257,257,93.142839209,88.848506199
323702:7234,09/29/18 08:56:34,808,808,150.178440004,145.959085971
323725:7236,09/29/18 18:38:39,326,326,124.161876236,118.534125787
323726:7236,09/29/18 20:49:58,53,53,18.453397946,14.606590260
323727:7236,09/29/18 21:13:04,970,970,255.627436438,246.905184740
323755:7239,09/30/18 11:17:44,929,929,308.089143639,296.641630302
323775:7240,09/30/18 19:49:18,129,129,49.073004736,46.768176915
323778:7240,09/30/18 20:41:26,934,934,282.909001679,270.937828952
323790:7242,10/01/18 07:35:02,895,895,288.881426347,276.739614864
323794:7242,10/01/18 13:29:17,68,68,16.768455844,16.056695967
323841:7245,10/01/18 23:32:02,463,463,162.435286941,155.039520925
323857:7245,10/02/18 02:35:30,357,357,98.889718313,95.513814773
323940:7252,10/03/18 01:12:47,1514,1514,446.035604815,426.709389319
323954:7252,10/03/18 11:06:37,77,77,15.712883298,15.141002571
323976:7253,10/03/18 14:01:34,44,44,15.721168109,14.398900335
323978:7253,10/03/18 14:23:01,68,68,27.110134508,21.951989508
323980:7253,10/03/18 14:51:36,194,194,71.230535690,67.732495121
323983:7253,10/03/18 16:11:58,184,184,59.690238527,56.791837764
323997:7253,10/03/18 17:30:39,498,498,134.604714217,128.792620214
324021:7256,10/04/18 01:48:39,759,759,264.376616343,252.487075877
324022:7256,10/04/18 06:50:15,554,554,131.867028741,127.786225437
324077:7259,10/04/18 22:20:56,699,699,252.293600933,242.584758284
324201:7264,10/06/18 23:58:19,1355,1355,377.754511439,362.859736098
324202:7264,10/07/18 08:48:52,238,238,40.101119726,39.241310954
324205:7264,10/07/18 10:31:04,160,160,23.677784570,22.963534724
324206:7264,10/07/18 11:38:14,133,133,18.046629173,17.522886251
324207:7264,10/07/18 12:44:24,33,33,4.195293122,4.054590669
324209:7264,10/07/18 13:02:20,142,142,16.389621575,16.078745945
324237:7265,10/07/18 21:29:58,204,204,78.674456200,74.992447239
324245:7266,10/08/18 01:31:07,1659,1659,433.800379081,417.201691427
324293:7270,10/08/18 23:08:14,2302,2302,530.794794783,513.038390789
324315:7271,10/09/18 16:26:19,199,199,74.233333238,70.437213748
324318:7271,10/09/18 17:53:42,331,331,104.259143533,99.840960479
324420:7274,10/11/18 00:24:57,625,625,209.586938352,199.728581564
324729:7308,10/16/18 09:28:04,193,193,15.343198869,14.796991375
324747:7309,10/16/18 12:56:26,1072,1072,322.901246659,308.248328913
324764:7309,10/16/18 19:54:47,143,143,31.177255085,30.065526110
324765:7309,10/16/18 20:52:50,478,478,90.477298305,87.679915397
324769:7309,10/16/18 23:59:45,328,328,47.990264224,46.770196781
324772:7309,10/17/18 02:48:00,165,165,19.188274578,18.782672942
324785:7310,10/17/18 06:16:27,582,582,193.330272304,185.798934526
324791:7310,10/17/18 10:04:47,1217,1217,252.930316774,245.008389005
324835:7314,10/17/18 22:30:14,254,254,94.839184681,85.856699105
324840:7314,10/18/18 00:41:14,90,90,30.287344994,27.721884464
324841:7314,10/18/18 01:18:35,1343,1343,311.958472834,301.009532089
324846:7314,10/18/18 10:06:07,515,515,70.651244769,68.553151517
324878:7315,10/18/18 16:07:07,1734,1734,417.947869173,403.019078755
324897:7317,10/19/18 06:41:04,141,141,53.284480300,50.229194116
324970:7320,10/19/18 15:42:39,2183,2183,497.974610153,479.468126692
324980:7321,10/20/18 08:16:24,2263,2263,535.222639142,513.297830785
324997:7324,10/21/18 04:34:58,115,115,42.527406238,38.587070582
324998:7324,10/21/18 05:23:14,361,361,121.187199807,114.236183650
324999:7324,10/21/18 07:47:04,14,14,4.195134313,3.883503852
325000:7324,10/21/18 08:03:55,371,371,98.211312687,94.664110323
325001:7324,10/21/18 10:29:40,592,592,123.407317558,119.138566958
325022:7328,10/21/18 21:10:37,1550,1550,447.818973998,433.388529881
325057:7331,10/22/18 14:07:34,342,342,126.568843884,120.049324026
325097:7333,10/22/18 21:19:15,54,54,19.943764629,17.770246360
325098:7333,10/22/18 21:46:04,8,8,3.173596653,2.038539960
325099:7333,10/22/18 21:50:54,387,387,145.535678527,139.171867616
325100:7333,10/23/18 00:24:31,252,252,78.346204861,74.467702922
325101:7333,10/23/18 02:07:46,482,482,122.751757724,118.270940818
325110:7333,10/23/18 05:48:34,14,14,2.969580015,2.841396642
325117:7333,10/23/18 07:39:08,531,531,87.981776767,85.216987152
325159:7334,10/23/18 14:38:00,208,208,65.326897168,61.440391804
325168:7334,10/23/18 16:09:33,18,18,5.526927174,4.288882224
325169:7334,10/23/18 16:19:28,23,23,6.960336368,5.577656569
325170:7334,10/23/18 16:31:17,1203,1203,272.476997416,263.143736106
325172:7334,10/24/18 00:23:24,472,472,69.745348976,67.635936035
#Summary:
#nfill,nrun,nls,ncms,totdelivered(/pb),totrecorded(/pb)
#100,252,125773,125773,33106.561651109,31835.092468996
#Check JSON:
#(run,ls) in json but not in results: []
